genre_ids,id,overview,popularity,release_date,title,vote_average,vote_count,imdb_id
"[18, 36]",399404,"A thrilling and inspiring true story begins on the eve of World War II as, within days of becoming Prime Minister of Great Britain, Winston Churchill must face one of his most turbulent and defining trials: exploring a negotiated peace treaty with Nazi Germany, or standing firm to fight for the ideals, liberty and freedom of a nation. As the unstoppable Nazi forces roll across Western Europe and the threat of invasion is imminent, and with an unprepared public, a skeptical King, and his own party plotting against him, Churchill must withstand his darkest hour, rally a nation, and attempt to change the course of world history.",44.933425,2017-11-22,Darkest Hour,7.2,1269,tt4555426
[18],294016,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.,8.858055,2015-10-27,Trumbo,7.2,646,tt3203606
"[28, 35, 80, 9648]",5236,A petty thief posing as an actor is brought to Los Angeles for an unlikely audition and finds himself in the middle of a murder investigation along with his high school dream girl and a detective who's been training him for his upcoming role...,18.851055,2005-09-05,Kiss Kiss Bang Bang,7.2,1088,tt0373469
"[18, 10402]",86829,"In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future following the suicide of his singing partner.",11.200091,2013-10-06,Inside Llewyn Davis,7.2,1017,tt2042568
"[16, 35, 10751]",54551,The Minions fight over a delicious banana.. but is that all they want?!,8.480523,2010-12-13,Banana,7.2,153,tt1814643
"[35, 18, 10752]",801,"Radio funny man Adrian Cronauer is sent to Vietnam to bring a little comedy back into the lives of the soldiers. After setting up shop, Cronauer delights the G.I.s but shocks his superior officer, Sergeant Major Dickerson, with his irreverent take on the war. While Dickerson attempts to censor Cronauer's broadcasts, Cronauer pursues a relationship with a Vietnamese girl named Trinh, who shows him the horrors of war first-hand.",8.028256,1987-12-23,"Good Morning, Vietnam",7.2,814,tt0093105
"[28, 12, 14, 878]",284052,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.",30.385839,2016-10-25,Doctor Strange,7.2,7821,tt1211837
"[80, 18, 53]",242,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",28.175563,1990-12-24,The Godfather: Part III,7.2,2039,tt0099674
"[80, 18, 10402]",1725,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy.",7.418389,1961-10-18,West Side Story,7.2,529,tt0055614
"[18, 36]",10360,"The story of Bobby Sands, the IRA member who led the 1981 hunger strike in which Republican prisoners tried to win political status. It dramatises events in the Maze prison in the six weeks prior to Sands’ death.",8.901968,2008-05-15,Hunger,7.2,396,tt0986233
"[28, 80, 18, 53]",14807,"In the late 1970s, Cockney crime boss Harold Shand, a gangster trying to become a legitimate property mogul, has big plans to get the American Mafia to bankroll his transformation of a derelict area of London into the possible venue for a future Olympic Games. However, a series of bombings targets his empire on the very weekend the Americans are in town. Shand is convinced there is a traitor in his organization, and sets out to eliminate the rat in typically ruthless fashion.",6.883576,1980-11-01,The Long Good Friday,7.2,103,tt0081070
"[18, 878, 9648]",686,"Contact is a science fiction film about an encounter with alien intelligence. Based on the novel by Carl Sagan the film starred Jodie Foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality.",21.014983,1997-07-11,Contact,7.2,1615,tt0118884
[18],10024,"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",7.218138,2009-06-26,My Sister's Keeper,7.2,802,tt1078588
"[28, 12, 14]",122917,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",68.6792,2014-12-10,The Hobbit: The Battle of the Five Armies,7.2,6011,tt2310332
"[53, 80, 9648, 18]",65754,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",27.210274,2011-12-14,The Girl with the Dragon Tattoo,7.2,3007,tt1568346
"[9648, 53]",11462,"Wealthy, sheltered Lina McLaidlaw is swept off her feet by charming ne'er-do-well Johnnie Aysgarth. Though warned that Johnnie is little more than a fortune hunter, Lina marries him anyway. She remains loyal to her irresponsible husband as he plows his way from one disreputable business scheme to another. Gradually Lina comes to the conclusion that Johnnie intends to kill her in order to collect her inheritance. The suspicion seems confirmed when Johnnie's business partner dies under mysterious circumstances. Joan Fontaine won a Best Actress Academy Award for her performance.",4.695621,1941-11-14,Suspicion,7.2,177,tt0034248
[35],5825,"It's Christmas time and the Griswolds are preparing for a family seasonal celebration, but things never run smoothly for Clark, his wife Ellen and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going knowing that his Christmas bonus is due soon.",9.678017,1989-12-01,National Lampoon's Christmas Vacation,7.2,829,tt0097958
"[80, 18, 35]",308639,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself.",7.091796,2015-06-19,Dope,7.2,789,tt3850214
"[12, 10751, 14]",13597,"Frustrated with babysitting on yet another weekend night, Sarah - a teenager with an active imagination - summons the Goblins from her favourite book, ""Labyrinth"", to take the baby stepbrother away. When little Toby actually disappears, Sarah must follow him into the world of the fairytale to rescue him from the Goblin King!",10.738928,1986-06-27,Labyrinth,7.2,751,tt0091369
"[28, 12, 18, 36, 10749, 10752]",9361,"As the English and French soldiers battle for control of the American colonies in the 18th century, the settlers and native Americans are forced to take sides. Cora and her sister Alice unwittingly walk into trouble but are reluctantly saved by Hawkeye, an orphaned settler adopted by the last of the Mohicans.",9.159571,1992-09-25,The Last of the Mohicans,7.2,955,tt0104691
"[18, 35]",2759,"Two drag-queens and a transsexual contract to perform a drag show at a resort in Alice Springs, a resort town in the remote Australian desert. They head west from Sydney aboard their lavender bus, Priscilla. En route, it is discovered that the woman they've contracted with is the wife of one of the drag queens. Their bus breaks down, and is repaired by Bob, who travels on with them.",5.880161,1994-05-31,"The Adventures of Priscilla, Queen of the Desert",7.2,232,tt0109045
"[12, 35, 18]",59468,"When his son dies while hiking the famed Camino de Santiago pilgrimage route in the Pyrenees, Tom flies to France to claim the remains. Looking for insights into his estranged child’s life, he decides to complete the 500-mile mountain trek to Spain. Tom soon joins up with other travelers and realizes they’re all searching for something.",9.589244,2010-09-10,The Way,7.2,204,tt1441912
"[35, 18]",10149,"Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole  saves his life, and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder, Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth.",7.00657,1995-06-09,Smoke,7.2,151,tt0114478
